question,wrong_choices,correct_answer
"COOL : FROZEN ::","Sharp : Cut, Hassock : Stool, Freedom : Liberty","Warm : Hot"
"SCHOLAR : IGNORANT ::","Knife : Sword, Courage : Bold, Luxury : Wealth","Hardworking : Lazy"
"STRUT : WALK ::","Sweating : Wrestling, Hunter : Fire, Speech : Stage","Stammer : Talk"
"RACE : FATIGUE ::","Round : Boxing, Flower : Color, Hiking : Gangrene","Fasting : Hunger"
"COUNSELOR : ADVICE ::","Artist : Musician, Honesty : Charity, Bank : Banker","Patron : Support"
"FISH : SCHOOL ::","Puppy : Dog, Novel : Story, Ear : Nose","Co*ks : Pride"
"GILL : FIN ::","Cockroach : Antenna, Instrument : Pencil, Bread : Butter","Hard Disk : Keyboard"
"FISH : TROUT ::","Hair : Black, Bird : Aviary, Tiger : Carnivorous","Mammal : Cow"
"KNIFE : CUT ::","Winter : Summer, Sword : Sharp, Run : Fast","Drill : Hole"
"SKETCH : ARTIST ::","Secret : Confident, Cell : Prisoner, Palette : Painter E. Lawyer : Court room","Draft : Writer"
"COLLAGE : IMAGES ::","Cement : Building, Furniture : Sofa, Grains : Tree E. Book : Volumes","Medley : Songs"
"FISH : SCALES ::","Book : Papers, Snake : Fangs, Car : Wheels E. Cat : Claws","Birds : Feather"
"IRON : BLACKSMITH ::","Cotton : Cloth, Food : Gourmet, Silver : Miner E. Gold : Miser","Clay : Potter"
"Orthopedic: Bone ::","Skin: Allergy, Antibiotics: Fever, Fracture: Plaster","Psychiatry: Mind"
"Mask: Disguise ::","Clothes: Necessity, Building: Offices, Radio: News","Make-up: Beautify"
"Words: Poetry ::","Dictionary Letters, Wheat: Food, Planet: Sun","Notes: Music"
"Cobbler: Leather ::","Shirt: Boutique, Television: Engineer, Woodcutter: Furniture","Mason: Stone"
"Day: Night ::","Dark: Black, Good: Rough, Shining: Bright","Kind: Cruel"
"Joke: Laughter ::","Cry: Sorrow, Disease: Medicine, Death: Life","Miracle: Surprise"
"Hiss: Snake ::","Notes: Music, Splash: Water, Cat: Mew","Trumpet: Elephant"
"Sodium: Salt ::","Potassium: Phosphorous, Lime: Limestone, Room: House","Calcium: Marble"
"DISTANCE: MILE ::","bushel: corn, weight: scale, fame: television","liquid: litre"
"INDIGENT: WEALTHY ::","angry: rich, native: affluent, scholarly: erudite","gauche: graceful"
"AFTER: BEFORE ::","first: second, present: past, contemporary: historic","successor: predecessor"
"PORK: PIG ::","rooster: chicken, steer: beef, lobster: crustacean","mutton: sheep"
"WAN: COLOUR ::","corpulent: weight, pallid: complexion, enigmatic: puzzle","insipid: flavour"
"TEN: DECIMAL","seven: septet, four: quartet, five: quince","two: binary"
"MUNDANE: SPIRITUAL ::","common: ghostly, routine: novel, secular: clerical","worldly: unworldly"
"ARMY: LOGISTICS ::","soldier: students, war: logic, team: individual","business: strategy"
"GRAVITY: PULL ::","iron: metal, north pole: directions, dust: desert","magnetism: attraction"
"FILTER: WATER ::","curtail: activity, expunge: book, edit: text","censor: play"
"LIGHT: BLIND ::","language: deaf, tongue: sound, voice: vibration","speech: dumb"
"PAIN: SEDATIVE ::","comfort: stimulant, trance: narcotic, ache: extraction","grief: consolation"
"DIVA: OPERA ::","producer: theatre, director: drama, conductor: bus","thespian: play"
"GRAIN: SALT ::","shard: pottery, shred: wood, blades: grass","chip: glass"
"SYMPHONY: COMPOSER ::","Leonardo: music, Colours: pallet, Art: appreciation","Fresco: painter"
"CORPOREAL: SPIRITUAL ::","mesa: plateau, foreigner: immigrant, pedagogue: teacher","moron: savant"
"HOPE : ASPIRES ::","love: elevates, film: flam, fake: ordinary","fib: lie"
"CIRCUITOUS : ROUTER ::","problematic : solution, elliptical : brevity, judicious : selection E. profound : depth","devious : argument"
"Synonym of WIELD _____________?","Abstain, Avoid, Forgo","Exert"
"Synonym of WANE _____________?","Employ, Rise, Revive","Decline"
"Synonym of WARY is _____________?","Heedless, Negligent, Reckless","Prudent"
"Synonym of VAGRANT is _____________?","Stable, Honoured, Stubborn","Roving"
"Synonym of VALOUR is _____________?","Stable, Coward, Fear","Heroism"
"Synonym of YOKE is _____________?","Detach, Release, Liberate","Harness"
"Synonym of YELL is _____________?","Shackle, Hitch, Whisper","Shout"
"Synonym of YEARN is _____________?","Extra, Unwanted, Muted","Require"
"Synonym of ZEST is _____________?","Passive, Disgust, Various","Enthusiasm"
"Synonym of ZEALOT is _____________?","Apathy, Liberal, Impious","Fanatic"
"Synonym of EXUDE is _____________?","Overflow, Wither, Evaporate","Ooze"
"Synonym of PREVARICATE is _____________?","Truth, Early, Delay","Lie"
"Synonym of PRECARIOUS is _____________?","Safe, Brittle, none of these","Perilous"
"Synonym of DELEGATE is _____________?","Officer, Member, Servant","Representative"
"Synonym of LETHARGY is _____________?","Serenity, Active, Bold","Laxity"
"Synonym of EMACIATED is _____________?","very fat, very small, very heavy","very thin"
"Synonym of CIRCUITOUS is _____________?","Direct, Strong, Weak","Cyclic"
"Synonym of Enigma is _____________?","Question, Answer, Content","Puzzle"
"Synonym of Incredulous is _____________?","Dishonest, Honest, Reliable","Unreliable"
"Synonym of Vituperate is _____________?","Appreciate, Copy, Encourage","Abuse"
"Synonym of BRIEF is _____________?","Small, Little, Limited","Short"
"Synonym of EMBEZZLE is _____________?","Remunerate, Clear, Balance","Misappropriate"
"Synonym of ALERT is _____________?","Intelligent, Energetic, Observant","Watchful"
"Synonym of ARROGANT is _____________?","Humble, Progressive, Noble","Conceited"
"There are those who claim that reductions in the spending on and deployment of weapons systems……","weapons systems and a decreased incidence of conflict will","There are those who claim that reductions in the spending on and deployment of weapons systems would result in a so-called “climate of peace,” thereby diminishing the likelihood of armed conflict. The facts show otherwise. These self-proclaimed pacifists are either the victims or the propagators of a false argument."
"The supervisor of a commuter airline is scheduling pilots to fly the round-trip from City X to City Y….","Only V, X, and Z can fly the afternoon flight.","The supervisor of a commuter airline is scheduling pilots to fly the round-trip from City X to City Y. The trip takes only two hours, and the airline has one round-trip flight in the morning and one round-trip flight in the afternoon, each day, Monday through Friday. Pilots must be scheduled in"
"No actual black hole has yet been located or studied, but the concept has…………….","What would happen to an object, such as an astronaut, as it vanished into the black hole? Physicists have been amusing themselves with this question for years. Most believe that the astronaut would be destroyed by the intense gravitational forces within the black hole","No actual black hole has yet been located or studied, but the concept has provided endless imaginative fodder for science fiction writers and endless theoretical fodder for physicists and astrophysicists."
"LIQUID: HYDRAULICS::","water: hydroponics, data: statistics, music: eurythmics","motion: dynamics"
"Ocean currents play a _______role in setting long-term climate_________.","vital … date, important … variations, unusual … changes","major … patterns"
"Antonym of DENIGRATE is _____________?","Asperse, Besmirch, Vilify","Boost"
"Antonym of ELATED is _____________?","Roused, Blissful, Happy","Sad"
"Antonym of INGEST is _____________?","Disrupt, Absorb, Devour","Disgorge"
"Antonym of LUCID is _____________?","Evident, Obvious, Explicit","Vague"
"Antonym of INORDINATE is _____________?","Dizzying, Wasteful, Wanton","Moderate"
"Antonym of SENILE is _____________?","Doting, Anile, Ancient","Alert"
"Antonym of GARBLED is _____________?","Slant, Obscure, Pervert","Unscramble"
"Antonym of NIGGARDLY is _____________?","Chintzy, Closefisted, Skimpy","Generous"
"Antonym of PHILISTINE is _____________?","Smutty, Uncultured, Uncultured","Cultured"
"Antonym of QUIESCENT is _____________?","Asleep, Deactivated, Fallow","Active"
"Antonym of FOREMOST is _____________?","Hindmost, Disposed, Mature","Unimportant"
"Antonym of FALLACIOUS is _____________?","Credit, Clean, Dishonest","Truthful"
"Antonym of PARSIMONY is _____________?","Verbosity, Clan, Tenderness","Generosity"
"Antonym of DOLEFUL is _____________?","Witty, Empty, Full","Vivacious"
"Antonym of TACIT is _____________?","Punish, Grand, Small","Dictated"
"Antonym of MITE is _____________?","Bit, Bug, Insect","Whole"
