question,wrong_choices,correct_answer
"In solids the temperature is the measure of__________________?","Average kinetic energy of molecules, Translational kinetic energy, None of the above","Vibrational kinetic energy"
"All the transition elements show_________________?","Similar physical properties, Similar chemical properties, Both A and b","None"
"Purines and pyrimidines are_________________?","Enzymes, Carbohydrates, Lipids","Nitrogenous bases"
"Which of the following element doesnot show allotropy_________________?","Carbon, Arsenic, Sulphur","Nitrogen"
"Benzene is a good solvent for__________________?","fats, resins, iodine","all the above"
"If a graph is plotted between temperature on x-axis and volume on y-axis for 1 mole of gas then we get straight line which cuts the temperature exis at________________?","0?C, 273.16K, ?273.16 K","?273.16?C"
"When aquious bromine is added to aqueous phenol a creamy white ppt is obtaineWhat does this reaction show ?","phenol is unsaturated, 2-bromophenol is insoluble in water, acid-base reaction","a hydroxy group makes the benzene ring more susceptible to electrophilic attack"
"The inhaled breath of diabetics patient contain acetone. A medical student wishes to test for diabetes by asking patient to bubble their breath through a reagent ?","aqueous bromine, Fehling solution, aqueous NaOH","alkaline aquenous iodine"
"In the van der Waals equation (P + n2a / v2) (v – nb) = nRT which of the following statement is not true ?","n2a/v correct for the intermolecular forces., nb correct for the volume occupied by gas molecules., all of the above statements are correct.","at high densities the equation reduces to the ideal gas law"
"Regular coiling or zigzagging of polypeptide through hydrogen bonding is its___________________?","Quantum structure, Tertiary structure, Primary structure","Secondary structure"
"Which of the following is the formula of chrome red ?","2Pb CO3 – Pb (OH)2, Pb Cr O4 – Pb (OH)2, Pb2O","Pb3 O4"
"Across short period the melting and boiling point increase upto __________________?","IIIA group, VA group, VIA group","IVA group"
"Which of the elements do not fall in stair case of the modern periodic table__________________?","Si, As, Te","None of the above"
"Which of following metals can be displaced by all other metals from its solution ?","Ag, A, Cu","Au"
"In which of the following type of reactions energy of reactant is greater than energy of product________________?","endothermic, unpredictable, same","exothermic"
"At which electrode the reduction of the solution is occurring in Al-Ag cell_____________?","A, Both, Neither","Ag"
"The use of antifreeze in the automobile radiator is an important application of__________________?","constitutive property, additive property, intrinsic property","colligative property"
"1 mole of electron has mass in microgram_________________?","1.008 x 10-3, 1.84 x 10-4, 1.673 x 10-3","5.5 x 10-4"
"A solution has pH = 0 its H+ ion concentration is__________________?","1 x 10-1, 1 x 10-14, 1 x 10-7","1"
"Which of the following is not characteristics of reversible reaction__________________?","whole amount of reactant does not change into product, chemical equilibrium is established, rate of forward reaction decreases as reaction proceeds","a catalyst changes the direction of reaction"
"Which of the following theories is superior to others__________________?","VSEPR, VBT, none of the above","MOT"
"The balanced chemical equation for the reaction which occurs when Be is added to water is____________?","Be+2H2O?Be (OH)2+H2, Be+H2O?Be (OH)2+H2, Be+H2O?[Be (OH)4]+2+H2","no reaction"
"Which of the solid does not contain covalent bond__________________?","ice, diamond, graphite","copper"
"The hardest of the following solids is__________________?","sodium, graphite, magnesium","diamond"
"Which of the following is mineral fiber ?","Teflon, saran, acrylic","asbestos"
"Which statement is consistent with Hunds rule ?","The electrons in the same atom cannot have the same four quantum numbers, There is maximum of two electrons is an orbital., None","Electrons fill orbitals with parallel spins until all the orbitals of the same energy are half filled then they go into sub-shells with anti-parallel (opposite) spin."
"When methl iodide and ethyl iodide are treated with sodium metal possible major products are obtained ?","1, 2, 4","3"
"When an electron is moving with velocity of 2.188 x 106 ms-1 in the first orbit of Bohrs model of hydrogen. The de Broglie wavelength of electron is______________?","0.34 nm, 0.35 nm, 0.36 nm","0.33 nm"
"Which of the following properties prove that cathode rays are material in nature_________________?","they cast shadow, they are negatively charged, all of the above","they possess momentum"
"Paramagnetic behaviour of substance is measured by a balance called___________________?","Analytical balance, Electrical balance, Single beam balance","Guoys balance"
"Metallic crystals are soluble in________________?","Polar solvent, Non polar solvent, None","Fused metal"
"Butyl chloride gives possible isomers ?","2, 3, 5","4"
"Which of the following solids show anisotropy___________________?","Plastic, Glass, Rubber","None of the above"
"The rectified spirit is________________?","12% alcohol, 90% alcohol, 100% alcohol","95% alcohol"
"As a substance moves from a solid to a liquid all of the following changes occur except ?","molecules become more disordere, intermolecular forces become weaker., molecules move more frequently.","K.E of the molecules decreases"
"Oxygen (molecular weight = 32) diffuses at a rate of 10cm3/min under the same conditions of temperature and pressure how fast will hydrogen (molecular weight = 2) diffuse ?","20cm3/min, 160cm3/min, 2.5cm3/min","40cm3/min"
"Methyl alcohol is not used as___________________?","a solvent, an anti freezing agent, for denaturing of ethyl alcohol","a substitute for petrol"
"All the following variables are used to describle gases except__________________?","pressure, volume, moles","density"
"Dempsters mass spectrometer has number of zones / parts_________________?","4, 3, 2","5"
"When 0.5 mole of phosphoric acid is dissolved in aqueous solution how many moles of -ve and +ve ions are collected altogether ?","0.5, 1, 1.5","2"
"The nucleus of an atom of every element will always contain____________________?","neutrons, protons and electrons, protons and neutrons","protons"
"Which of the following methods is used to estimate hydrogen in an organic compound ?","Dumas method, Kjeldahls method, All of the above methods are for different purposes","Combustion method"
"Isotopes differ in_________________?","arrangement of electrons in orbitals, chemical properties, all of the above","properties which depend upon mass"
"Combustion analysis is performed to determine__________________?","Molecular mass, Molecular formula, Formula mass","Empirical formula"
"Qualitative analysis is carried out for _________________?","estimation of amounts of elements, molar ration of elements, molar volume of elements","identification of elements"
"Which of the following statements is wrong about isotopes ?","they possess different mass number, they possess different physical properties, they possess same chemical properties","they possess different position in the periodic table"
"The mass of decimole of electrons (NA) is___________________?","1.008 mg, 0.184 mg, 5.4 mg","0.054 mg"
"Which one of the following is not the mono isotopic element ?","arsenic, iodine, nickel","uranium"
"Which of the following terms is used for the mass of chlorine 35.5 ?","mass number, atomic weight, relative isotopic mass","relative atomic mass"
