question,wrong_choices,correct_answer
"Covalent network crystals have_____________?","lower melting point then molecular crystals, discrete molecules linked by Van der waals forces, hydrogen bonding","higher melting point then molecular crystals"
"The increasing vapor pressure caused by heating a liquid is due to___________?","increase inter-molecular interactions, increasing potential energy of molecules, decreasing surface tension","increasing kinetic energy of molecules"
"Rate of evaporation of petrol is greater than that of water at room temperature because:","petrol is an organic compound, water molecules have small size, petrol molecules have greater size","petrol molecules do not have any hydrogen bond"
"Honey contain glucose and fructose along with some other ingredients, it has greater viscosity due to____________?","hydrogen bonding, irregular shape of the molecules, greater molecular size","irregular shape of the molecules and strong inter-molecular forces"
"All of the following substances are crystalline except_____________?","Ice, Diamond, Sucrose","Plastic"
"Some substances are good conductor of electricity in both the solid and liquid states. These substances are generally______________?","ionic substances, molecular solids, covalent network solids","metallic substances"
"Which of the following is a substance?","Sea water, Brass, Tape water E. Sand","Graphite"
"An atom is_____________?","smallest indivisible particle in an element, building block of an element, always smaller than molecule","smallest particle of an element which can undergo a chemical reaction"
"All of the following statements are incorrect except:","Scientific work must be precise, accuracy is not essential, Scientific work must be accurate, precision is not essential, Calculations must be made before any experiment","Precision and accuracy should go side by side in a scientific work"
"The average speed of a moving object during a given interval of time is always:","the magnitude of its average velocity over the interval, one-half its speed at the end of the interval, its acceleration multiplied by the time interval E. one-half its acceleration multiplied by the time interval","the distance covered during the time interval divided by the time interval"
"The SI base unit for mass is_____________?","Gram, Pound, Ounce","Kilogram"
"Which of the following is closest to a yard in length?","0.01m, 0.1m, 10m E. 100m","1m"
"Water is a universal solvent for what reactions?","Chemical, Physical, Nuclear","Biochemical"
"During a total solar eclipse the rate of Photosynthesis___________?","Increase, Remain Constant, None of them","Decrease"
"The SI standard of time is based on_____________?","the daily rotation of the earth, the frequency of light emitted by Kr86, the yearly revolution of the earth about the sun","E. none of these"
"Oranges are rich source of____________?","Carbohydrates, Fats, Proteins","Vitamins"
"Which one is the brightest star in the night sky?","Betelgeuse, Rigel, Polaris","Sirius"
"The large dark patches on the Moon’s surface are known as___________?","Dark matter, Maria, or seas, because they are filled with water, Moon spots","Maria, or seas, even though there is no water on the Moon"
"What causes the Moon’s phases?","The Sun lights up only one half of the Moon and as the Sun orbits the Earth we can sometimes see the unlit side of the Moon., The Earth’s shadow falls on the Moon, blocking the sunlight., The Moon’s shadow falls on the Earth, blocking the sunlight.","The Sun lights up only one half of the Moon and as the Moon orbits the Earth we can sometimes see the unlit side of the Moon."
"What are the names of the two stars in the Big Dipper used to locate Polaris?","The North Seekers, The Pointer Sisters, None of these","The Pointer Stars"
"The Big Dipper is part of which constellation?","Ursa Major, Ursa Minor, The Great Bear","and above"
"The sun is made up of 99.9% of ________________ and ______________?","Oxygen and Hydrogen, Hydrogen and Sulfur, Carbon and Silicon","Hydrogen and Helium"
"Antares is of the largest known ___________?","Quasars Star, Pulsars Star, White Dwarfs Star","Red Super-giants Star"
"This in-between phase of stellar nurseries and star formation in stellar evolution is when the gathered dust is still condensing to form a star.","Alpha Stage, Stellar Genesis, Star of Adam","Protostar"
"Particle clouds from where stars are formed are known as____________?","Star clouds, Event horizons, Singularities","Stellar nurseries"
"PSR J0108-1431 is the closest known ______________ to Earth?","Black hole, Red giant, Quasar","Pulsar"
"When a star becomes a singularity and has zero volume and infinite density, it is called_______________?","White dwarf, Blue giant, Wolf-Raynet star","Black hole"
"You have discovered a new celestial body. It has a thick atmosphere and it produces powerful cosmic winds and, when observed, the clouds obscure the body. You have determined it is this type of star.","Red supergiant, Stellar storm, Pulsar","Wolf-Rayet star"
"In a typical H-R diagram, stars are graphed by these two characteristics:","Luminosity and distance, Distance and temperature, Size and distance","Temperature and luminosity"
"A pulsar is a rapidly spinning neutron star which emits:","A blinding light when it aligns with the planets, A gravitational pull which attracts high energy dust particles, Enough energy to power itself indefinitely","Radio waves detectable from Earth"
"What sub-class of neutron star is known for its extremely high magnetic field?","Quasar, Magneto, Magnetta","Magnetar"
"When our sun reaches the end of its red giant phase, it will turn into a___________?","Supernova, Black Hole, Neutron Star","White Dwarf"
"Insulin drug was discovered by____________?","Charles Herbert Best, Prof John James Rickard Macleod, Leonard Thompson","Sir Frederick Grant Banting"
"Most drugs are excreted through_____________?","Skin, Gallbladder, Lungs","Kidney"
"A glass chimney stops an oil lamp from smoking because:","It increases the supply of oxygen to the flame by convection, The heat produced ensures complete, Neither of these","Both to these"
"The common refrigerant used in domestic Refrigerator is_____________?","Neon, Spirit, Methane","Freon/Ammonia"
"The pancreas secrets___________?","Vitamin A, Bile juice, none of these","Insulin"
"Wood is the main raw material for the manufacture of ____________?","Paint, Gun powder, Ink","Paper"
"The chemical name of Laughing gas is___________?","Nitric oxide, Nitrogen dioxide, Nitrogen pentoxide","Nitrous oxide"
"In the manufacture of banaspati ghee the gas used is __________?","Helium, Oxygen, Nitrogen","Hydrogen"
"______________ is used for measuring velocity?","Anemometer, Odometer, Hygrometer","Speedometer"
"Which Gas is used in the preparation of Soft drinks?","Oxygen, Nitrogen, Halogen","Carbon dioxide"
"What does TCM stand for in medical terms?","Techno Circuit Module, Tetra Carbon Mono oxide, Tele Communication Management","Traditional Chinese medicine"
"Which is least Conductor of Electricity among the following?","Copper, Iron, Water","Wood"
"Sunlight is composed of___________?","Three colours, six colours, eight colours","seven colours"
"If the length of a heater coil is reduced by 10% of its original length, then Power consumed by heater will?","Increase over 10%, Decrease by 0.5%, Increase by 0.5%","Decrease by 10%"
"Current stage of star ‘Sun’ is___________?","white dwarf, red giant, orange dwarf","yellow dwarf"
"Blood which heart pumps to lungs is__________?","lymph fluid, atria blood, oxygenated blood","deoxygenated blood"
"The scientific study of teeth is called ____________?","Ornithology, Orthoepy, Pedagogy","Odontology"
"Sodium carbonate is produced by____________?","haber process, decons process, lead chamber process","Amonia solvay process"
"The Shortest (smallest) bone in human body is___________?","Tibia, Femur, Humerus","Stapes"
"The longest bone in human body is___________?","Ulna, Tibia, Humerus","Femur"
"Which of the following cells are Colourless?","Red blood cells, Monocytes, platelets","White blood cells"
"Which among the following is the correct sequence of the various layers of the Atmosphere from the Earth’s surface?","Ionosphere, Mesosphere, Stratosphere, Troposphere, Mesosphere, Stratosphere, Ionosphere, Troposphere, Troposphere, Ionosphere, Stratosphere, Mesosphere","Troposphere, Stratosphere, Mesosphere, Ionosphere"
"How many teeth are there in human mouth?","30, 33, 31","32"
"What is the breathing rate of human being body?","15-11 minutes, 25-26 minutes, 32-35 minutes","16-20 minutes"
"Sunlight is a Great Source of ____________?","vitamin C, vitamin E, vitamin K","vitamin D"
"The study of cancer is called_____________?","Zoology, Ecology, Genomic","Oncology"
"At what angle above the horizon must the sun be to create a rainbow?","90 degrees, 60 degrees, 65 degrees","40 degrees"
"which of the following planets is known as “morning star”?","Mercury, Mars, Saturn","VENUS"
"Which of the following planets have the longest day?","Jupiter, Mercury, Earth","Venus"
"The human brain uses__________ percent of the total oxygen and blood in the body?","12, 35, 48","20"
"A Little inhalation is done through________?","cigarettes, Both A and B offer little inhalation, both offer extreme inhalation","pipes and cigars"
"The ozone layer is at height of________kilometers from the surface of the Earth?","10 to 20, 30 to 40, 40 to 50","20 to 30"
"The inner most part of the earth is__________?","Crust, Mental, None of these","Core"
"Deficiency of vitamin B1 is causes__________?","Rickets, Bone Infection, Myopia","Beriberi"
"Short-sight defect could be corrected by a _____________ lens?","convex lens, converging lens, none of these","concave lens"
"The repetition of property after a certain interval called ___________?","Electron efinity, Atomic radius, none of these","periodicity of property"
"The study Of GLANDS is called?","cardiology, None of these, Entomology","Endocrinology"
