question,wrong_choices,correct_answer
"Three pipes A, B and C can fill a tank from empty to full in 30 minutes, 20 minutes and 10 minutes respectively. When the tank is empty, all the three pipes are openeA, B and C discharge chemical solutions P, Q and R respectively. What is the proportion of solution R in the liquid in the tank after 3 minutes?","5/11, 7/11, 8/11","6/11"
"Pipes A and B can fill a tank in 5 and 6 hours respectively. Pipe C can empty it in 12 hours. If all the three pipes are opened together, then the tank will be filled in?","1 13/17 hours, 2 8/11 hours, 4 1/2 hours","3 9/17 hours"
"Pipe A can fill a tank in 5 hours, pipe B in 10 hours and pipe C in 30 hours. If all the pipes are open, in how many hours will the tank be filled?","2, 2.5, 3.5","3"
"A water tank is two-fifth full. Pipe A can fill a tank in 10 minutes and pipe B can empty it in 6 minutes. If both the pipes are open, how long will it take to empty or fill the tank completely?","6 min. to full, 9 min. to empty, 9 min. to full","6 min. to empty"
"A tap can fill a tank in 6 hours. After half the tank is filled three more similar taps are openeWhat is the total time taken to fill the tank completely?","3 hrs 15 min, 4 hrs, 4 hrs 15 min","3 hrs 45 min"
"Two pipes A and B can fill a tank in 20 and 30 minutes respectively. If both the pipes are used together, then how long will it take to fill the tank?","15 min, 25 min, 50 min","12 min"
"A tank is filled in eight hours by three pipes A, B and Pipe A is twice as fast as pipe B, and B is twice as fast as How much time will pipe B alone take to fill the tank?","24 hours, 32 hours, 36 hours","28 hours"
"Pipe A can fill a tank in 6 hours. Due to a leak at the bottom, it takes 9 hours for the pipe A to fill the tank. In what time can the leak alone empty the full tank?","16 hours, 15 hours, 17 hours","18 hours"
"Pipe A can fill a tank in 16 minutes and pipe B cam empty it in 24 minutes. If both the pipes are opened together after how many minutes should pipe B be closed, so that the tank is filled in 30 minutes?","20, 24, 23","None of these"
"Two pipes can fill a tank in 18 minutes and 15 minutes. An outlet pipe can empty the tank in 45 minutes. If all the pipes are opened when the tank is empty, then how many minutes will it take to fill the tank?","12, 13, 11","10"
"Three pipes of same capacity can fill a tank in 8 hours. If there are only two pipes of same capacity, the tank can be filled in___________?","17 hours, 16 hours, 24 hours","12 hours"
"A cistern has three pipes, A, B and The pipes A and B can fill it in 4 and 5 hours respectively and C can empty it in 2 hours. If the pipes are opened in order at 1, 2 and 3 M. When will the cistern be empty?","3 PM, 7 PM, 4 PM","5 PM"
"Pipes A and B can fill a cistern in 8 and 24 minutes respectively. They are opened an alternate minutes. Find how many minutes, the cistern shall be full?","6 min, 19 min, 10 min","12 min"
"A pipe can fill a cistern in 20 minutes whereas the cistern when fill can be emptied by a leak in 28 minutes. When both pipes are opened, find when the cistern will be full?","60 min, 80 min, 48 min","70 min"
"A cistern which could be filled in 9 hours takes one hour more to be filled owing to a leak in its bottom. If the cistern is full in what time will the leak empty it?","45 hrs, 60 hrs, 75 hrs","90 hrs"
"pipes P and Q would fill a cistern 18 and 24 minutes respectively. Both pipes being opened, find when the first pipe must be turned off so that the cistern may be just filled in 12 minutes?","after 12 mins, after 8 1/2 mins, after 10 mins","after 9 mins"
"Two pipes function simultaneously the reservoir will be filled in 12 hours. One pipe fills reservoir 10 hours faster than the other. How many hours does the faster pipe take to fill the reservoir?","25 hrs, 28 hrs, 35 hrs","20 hrs"
"Two pipes can separately fill a tank in 20 and 30 hours respectively. Both the pipes are opened to fill the tank but when the tank is full, a leak develops in the tank through which one-third of water supplied by both the pipes goes out. What is the total time taken to fill the tank?","18 hrs, 15 hrs, 12 hrs","16 hrs"
"An outlet pipe can empty 2/3 rd of a cistern in 12 minutes. In 8 minutes, what part of the cistern will be emptied?","2/3, 4/7, 1/6","4/9"
"Two pipes A and B can separately fill a cistern in 10 and 15 minutes respectively. A person opens both the pipes together when the cistern should have been was full he finds the waste pipe open. He then closes the waste pipe and in another 4 minutes the cistern was full. In what time can the waste pipe empty the cistern when fill?","7 min, 9 min, 10 min","8 min"
"A leak in the bottom of a tank can empty the full tank in 6 hours. An inlet pipe fills water at the rate of 4 liters per minute. When the tank is full in inlet is opened and due to the leak the tank is empties in 8 hours. The capacity of the tank is?","5260 liters, 5846 liters, 6970 liters","5760 liters"
"Two pipes A and B can separately fill a tank in 12 and 15 minutes respectively. A third pipe C can drain off 45 liters of water per minute. If all the pipes are opened, the tank can be filled in 15 minutes. What is the capacity of the tank?","480 liters, 600 liters, 675 liters","540 liters"
"A cistern is normally filled in 8 hours but takes two hours longer to fill because of a leak in its bottom. If the cistern is full, the leak will empty it in?","16 hrs, 20 hrs, 25 hrs","40 hrs"
"Two pipes A and B can fill a cistern in 12 and 15 minutes respectively. Both are opened together but after 3 minutes A is turned off. After how much more time will the cistern be filled?","3 1/4 min, 5 1/4 min, 9 1/4 min","8 1/4 min"
"Two pipes A and B can fill a tank in 4 and 5 hours respectively. If they are turned up alternately for one hour each, the time taken to fill the tank is?","2 hrs 15 min, 5 hrs, 3 hrs","4 hrs 24 min"
"A cistern is filled by a tap in 3 1/2 hours. Due to leak in the bottom of the cistern, it takes half an hour longer to fill the cistern. If the cistern is full how long will it take the leak to empty it?","7 hours, 8 hours, 14 hours","28 hours"
"Two taps can separately fill a cistern 10 minutes and 15 minutes respectively and when the waste pipe is open, they can together fill it in 18 minutes. The waste pipe can empty the full cistern in?","7 min, 13 min, 23 min","9 min"
"A cistern has a leak which would empty the cistern in 20 minutes. A tap is turned on which admits 4 liters a minute into the cistern, and it is emptied in 24 minutes. How many liters does the cistern hold?","600 liters, 720 liters, 800 liters","480 liters"
"Two pipes P and Q can fill a cistern in 12 and 15 minutes respectively. Both are opened together, but at the end of 3 minutes the first is turned off. How much longer will the cistern take to fill?","9 1/4 min, 7 1/4 min, 8 1/2 min","11 1/4 min"
"Two pipes A and B can separately fill a tank in 2 minutes and 15 minutes respectively. Both the pipes are opened together but 4 minutes after the start the pipe A is turned off. How much time will it take to fill the tank?","9 min, 11 min, 12 min","10 min"
"Two pipes A and B can fill a cistern in 20 and 30 minutes respectively, and a third pipe C can empty it in 40 minutes. How long will it take to fill the cistern if all the three are opened at the same time?","19 1/7 min, 15 1/7 min, 7 1/7 min","17 1/7 min"
"Find the roots of quadratic equation: 3x – 7x – 6 = 0?","-6, 3, -5, 2, -9, 2","3, -2/3"
"Find the roots of quadratic equation: x + x – 42 = 0?","-6, 7, -8, 7, 14, -3","-7, 6"
"Find the roots of quadratic equation: 2x + 5x + 2 = 0?","4, -1, 4, 1, -2, 5/2","-2, -1/2"
"I. a – 13a + 42 = 0, II. b – 15b + 56 = 0 to solve both the equations to find the values of a and b?","If a > b, If a ≥ b, If a < b","If a ≤"
"I. a – 988 = 343, II. b – 72 = 49 to solve both the equations to find the values of a and b?","If a > b, If a < b, If a ≤ b","If a ≥ b"
"I. 9a + 18a + 5 = 0, II. 2b + 13b + 20 = 0 to solve both the equations to find the values of a and b?","If a ≥ b, If a < b, If a ≤ b","If a > b"
"I. x + 11x + 30 = 0, II. y + 15y + 56 = 0 to solve both the equations to find the values of x and y?","If x < y, If x ≤ y, If x ≥ y","If x > y"
"I. x + 3x – 18 = 0, II. y + y – 30 = 0 to solve both the equations to find the values of x and y?","If x < y, If x > y, If x ≤ y","E. If x = y or the relationship between x and y cannot be establishe"
"I. x + 9x + 20 = 0, II. y + 5y + 6 = 0 to solve both the equations to find the values of x and y?","If x > y, If x ≤ y, If x ≥ y","If x < y"
"I. x – x – 42 = 0, II. y – 17y + 72 = 0 to solve both the equations to find the values of x and y?","If x > y, If x ≤ y, If x ≥ y E. If x = y or the relationship between x and y cannot be establishe","If x < y"
"I. x + 5x + 6 = 0, II. y + 9y +14 = 0 to solve both the equations to find the values of x and y?","If x < y, If x > y, If x ≤ y","If x = y or the relationship between x and y cannot be establishe"
"I. a + 8a + 16 = 0, II. b – 4b + 3 = 0 to solve both the equations to find the values of a and b?","If a ≤ b, If the relationship between a and b cannot be established, If a > b","If a < b"
"(i). a + 11a + 30 = 0, (ii). b + 6b + 5 = 0 to solve both the equations to find the values of a and b?","If a < b, If the relationship between a and b cannot be established, If a > b","If a ≤ b"
"(i). a – 9a + 20 = 0, (ii). 2b – 5b – 12 = 0 to solve both the equations to find the values of a and b?","If a < b, If a ≤ b, If the relationship between a and b cannot be established","If a ≥ b"
"(i). a – 7a + 12 = 0, (ii). b – 3b + 2 = 0 to solve both the equations to find the values of a and b?","if a < b, if a ≤ b, if the relationship between a and b cannot be establishe","if a > b"
"A man could buy a certain number of notebooks for Rs.300. If each notebook cost is Rs.5 more, he could have bought 10 notebooks less for the same amount. Find the price of each notebook?","8, 15, 7.50","10"
"Find the quadratic equations whose roots are the reciprocals of the roots of 2x + 5x + 3 = 0?","3x + 5x – 2 = 0, 3x – 5x + 2 = 0, 3x – 5x – 2 = 0","3x + 5x + 2 = 0"
"Find the value of a/b + b/a, if a and b are the roots of the quadratic equation x + 8x + 4 = 0?","15, 24, 26","14"
"If a and b are the roots of the equation x – 9x + 20 = 0, find the value of a + b + ab?","-21, 1, 21","61"
"The sum of the square of the three consecutive even natural numbers is 1460. Find the numbers?","18, 20, 22, 22, 24, 26, 24, 26, 28","20, 22, 24"
"One root of the quadratic equation x – 12x + a = 0, is thrice the other. Find the value of a?","29, 28, 7","27"
"The sum of the squares of two consecutive positive integers exceeds their product by 91. Find the integers?","10, 11, 11, 12, 12, 13","9, 10"
"If the roots of the equation 2x – 5x + b = 0 are in the ratio of 2:3, then find the value of b?","4, 5, 6","3"
"The sum and the product of the roots of the quadratic equation x(power 2) + 20x + 3 = 0 are?","10, 3, -10, 3, -10, -3","-20, 3"
"If the roots of a quadratic equation are 20 and -7, then find the equation?","x2 + 13x – 140 = 0, x2 – 13x + 140 = 0, x2 + 13x + 140 = 0","x2 – 13x – 140 = 0"
"The roots of the equation 3x – 12x + 10 = 0 are?","rational and unequal, complex, real and equal","irrational and unequal"
"Find the roots of the quadratic equation: 2×2 + 3x – 9 = 0?","3, -3/2, -3/2, -3, 3/2, 3","3/2, -3"
"Find the roots of the quadratic equation: x2 + 2x – 15 = 0?","3, 5, -3, 5, -3, -5","-5, 3"
"An order was placed for the supply of a carper whose length and breadth were in the ratio of 3 : 2. Subsequently, the dimensions of the carpet were altered such that its length and breadth were in the ratio 7 : 3 but were was no change in its parameter. Find the ratio of the areas of the carpets in both the cases.","4 : 3, 4 : 1, 6 : 5","8 : 7"
"The sector of a circle has radius of 21 cm and central angle 135o. Find its perimeter?","93.5 cm, 94.5 cm, 92.5 cm","91.5 cm"
"The length of a rectangle is two – fifths of the radius of a circle. The radius of the circle is equal to the side of the square, whose area is 1225 sq.units. What is the area (in sq.units) of the rectangle if the rectangle if the breadth is 10 units?","156, 175, 214","140"
